index,origin,destination,depart_time,depart_weekday,duration,arrival_time,arrival_weekday,flight_no,airline_code,airline,economy_fare,business_fare,first_fare
1102,ORD,CDG,18:20:00,2,15:05:00,09:25:00,3,QA1628,QA,QAirline,132038,,629781.0
1103,ORD,CDG,18:20:00,0,15:05:00,09:25:00,1,QA4910,QA,QAirline,132910,230016.0,531817.0
1104,ORD,CDG,18:20:00,1,15:05:00,09:25:00,2,QA4513,QA,QAirline,134711,,
1105,ORD,CDG,17:45:00,0,15:00:00,08:45:00,1,QA3492,QA,QAirline,136056,244609.0,614637.0
1106,ORD,CDG,18:20:00,3,15:05:00,09:25:00,4,QA3407,QA,QAirline,136304,,
1107,ORD,CDG,17:45:00,6,15:00:00,08:45:00,0,QA1946,QA,QAirline,136517,248205.0,623783.0
1108,ORD,CDG,18:25:00,6,15:05:00,09:30:00,0,QA4823,QA,QAirline,136926,187094.0,644153.0
1109,ORD,CDG,18:25:00,6,15:05:00,09:30:00,0,QA3167,QA,QAirline,136987,187094.0,
1110,ORD,CDG,17:45:00,6,15:00:00,08:45:00,0,QA3148,QA,QAirline,137861,267619.0,622647.0
1111,ORD,CDG,18:25:00,6,15:05:00,09:30:00,0,QA1096,QA,QAirline,138766,,
1112,ORD,CDG,17:45:00,4,15:00:00,08:45:00,5,QA1290,QA,QAirline,140906,266714.0,
1113,ORD,CDG,17:45:00,5,15:00:00,08:45:00,6,QA2306,QA,QAirline,140906,,
1114,ORD,CDG,18:25:00,5,15:05:00,09:30:00,6,QA2287,QA,QAirline,141328,,557307.0
1115,ORD,CDG,18:25:00,4,15:05:00,09:30:00,5,QA3999,QA,QAirline,141328,197279.0,
1116,ORD,CDG,18:25:00,5,15:05:00,09:30:00,6,QA1547,QA,QAirline,141390,,810840.0
1117,ORD,CDG,17:45:00,4,15:00:00,08:45:00,5,QA1676,QA,QAirline,142250,268655.0,775658.0
1118,ORD,CDG,17:45:00,5,15:00:00,08:45:00,6,QA4407,QA,QAirline,142250,268655.0,622647.0
1119,ORD,CDG,18:25:00,3,15:05:00,09:30:00,4,QA2132,QA,QAirline,142495,,
1120,ORD,CDG,18:25:00,5,15:05:00,09:30:00,6,QA1793,QA,QAirline,143167,,
1121,ORD,CDG,18:20:00,6,15:05:00,09:25:00,0,QA1617,QA,QAirline,147625,,
1122,ORD,CDG,18:20:00,6,15:05:00,09:25:00,0,QA3050,QA,QAirline,148442,,
1123,ORD,CDG,18:20:00,6,15:05:00,09:25:00,0,QA1548,QA,QAirline,150102,,
1124,ORD,AMS,16:05:00,1,14:45:00,06:50:00,2,QA1427,QA,QAirline,68649,,621352.0
1125,ORD,AMS,18:05:00,0,15:15:00,09:20:00,1,QA4811,QA,QAirline,68650,,521338.0
1126,ORD,AMS,16:05:00,6,14:45:00,06:50:00,0,QA2177,QA,QAirline,68689,,582063.0
1127,ORD,AMS,16:05:00,0,14:45:00,06:50:00,1,QA3878,QA,QAirline,68689,,
1128,ORD,AMS,16:05:00,2,14:45:00,06:50:00,3,QA1021,QA,QAirline,68716,,548797.0
1129,ORD,AMS,18:05:00,5,15:15:00,09:20:00,6,QA1567,QA,QAirline,68881,197279.0,
1130,ORD,AMS,18:05:00,4,15:15:00,09:20:00,5,QA3496,QA,QAirline,68881,197279.0,
1131,ORD,AMS,16:05:00,4,14:45:00,06:50:00,5,QA1027,QA,QAirline,69085,,
1132,ORD,AMS,16:05:00,5,14:45:00,06:50:00,6,QA4147,QA,QAirline,69382,,
1133,ORD,AMS,18:05:00,3,15:15:00,09:20:00,4,QA3303,QA,QAirline,82884,109348.0,509211.0
1134,ORD,AMS,16:05:00,0,14:45:00,06:50:00,1,QA3567,QA,QAirline,87250,,
1135,ORD,AMS,16:05:00,2,14:45:00,06:50:00,3,QA4540,QA,QAirline,87250,,548797.0
1136,ORD,AMS,18:05:00,0,15:15:00,09:20:00,1,QA4237,QA,QAirline,87250,,521338.0
1137,ORD,AMS,18:05:00,6,15:15:00,09:20:00,0,QA3402,QA,QAirline,87250,,549238.0
1138,ORD,AMS,18:05:00,2,15:15:00,09:20:00,3,QA4464,QA,QAirline,87530,,
1139,ORD,AMS,18:05:00,1,15:15:00,09:20:00,2,QA3295,QA,QAirline,87530,,621352.0
1140,ORD,AMS,16:05:00,1,14:45:00,06:50:00,2,QA4649,QA,QAirline,87536,,621352.0
1141,ORD,AMS,16:05:00,6,14:45:00,06:50:00,0,QA4260,QA,QAirline,87592,,582063.0
1142,ORD,AMS,18:05:00,5,15:15:00,09:20:00,6,QA1159,QA,QAirline,88056,197279.0,
1143,ORD,AMS,18:05:00,4,15:15:00,09:20:00,5,QA1430,QA,QAirline,88056,197279.0,
1144,ORD,AMS,16:05:00,4,14:45:00,06:50:00,5,QA2583,QA,QAirline,88313,,
1145,ORD,AMS,16:05:00,5,14:45:00,06:50:00,6,QA3404,QA,QAirline,88313,,
1146,ORD,AMS,18:05:00,3,15:15:00,09:20:00,4,QA2976,QA,QAirline,88323,109348.0,614637.0
1147,ORD,AMS,16:05:00,0,14:45:00,06:50:00,1,QA1198,QA,QAirline,92407,,583185.0
1148,ORD,AMS,16:05:00,1,14:45:00,06:50:00,2,QA4879,QA,QAirline,92407,,583185.0
1149,ORD,DFW,20:20:00,2,02:34:00,22:54:00,2,QA4953,QA,QAirline,11885,,
1150,ORD,DFW,20:20:00,4,02:34:00,22:54:00,4,QA4957,QA,QAirline,11885,,
1151,ORD,DFW,20:20:00,5,02:34:00,22:54:00,5,QA4591,QA,QAirline,11885,,
1152,ORD,DFW,20:20:00,6,02:34:00,22:54:00,6,QA3956,QA,QAirline,15022,,
1153,ORD,DFW,20:20:00,3,02:34:00,22:54:00,3,QA3182,QA,QAirline,15022,,
1154,ORD,DFW,20:20:00,1,02:34:00,22:54:00,1,QA3887,QA,QAirline,15022,,
1155,ORD,DFW,20:20:00,0,02:34:00,22:54:00,0,QA4477,QA,QAirline,18428,,
1156,ORD,DFW,07:11:00,5,02:24:00,09:35:00,5,QA3735,QA,QAirline,19281,26099.0,
1157,ORD,DFW,07:11:00,4,02:24:00,09:35:00,4,QA1211,QA,QAirline,19281,25898.0,
1158,ORD,DFW,07:11:00,6,02:24:00,09:35:00,6,QA1529,QA,QAirline,19281,25898.0,
1159,ORD,DFW,19:57:00,4,02:32:00,22:29:00,4,QA4070,QA,QAirline,19281,25898.0,
1160,ORD,DFW,19:57:00,5,02:32:00,22:29:00,5,QA1816,QA,QAirline,19281,26099.0,
1161,ORD,DFW,12:47:00,5,02:32:00,15:19:00,5,QA2675,QA,QAirline,19281,26099.0,
1162,ORD,DFW,12:47:00,4,02:32:00,15:19:00,4,QA4727,QA,QAirline,19281,25898.0,
1163,ORD,DFW,10:30:00,5,02:19:00,12:49:00,5,QA1643,QA,QAirline,19326,,
1164,ORD,DFW,18:47:00,4,02:21:00,21:08:00,4,QA1984,QA,QAirline,19326,,
1165,ORD,DFW,07:10:00,5,02:22:00,09:32:00,5,QA3332,QA,QAirline,19326,,
1166,ORD,DFW,13:31:00,5,02:24:00,15:55:00,5,QA3353,QA,QAirline,19326,,
1167,ORD,DFW,20:20:00,5,02:17:00,22:37:00,5,QA3492,QA,QAirline,19428,,
1168,ORD,DFW,05:00:00,4,02:21:00,07:21:00,4,QA1899,QA,QAirline,19428,,
1169,ORD,DFW,18:47:00,5,02:21:00,21:08:00,5,QA1130,QA,QAirline,19428,,
1170,ORD,DFW,05:00:00,5,02:21:00,07:21:00,5,QA1980,QA,QAirline,19428,,
1171,ORD,DFW,05:00:00,6,02:21:00,07:21:00,6,QA3764,QA,QAirline,19428,,
1172,ORD,DFW,07:10:00,4,02:22:00,09:32:00,4,QA3151,QA,QAirline,19428,,
1173,ORD,DFW,08:37:00,5,02:24:00,11:01:00,5,QA4478,QA,QAirline,19428,,
1174,ORD,FRA,16:00:00,2,15:20:00,07:20:00,3,QA3563,QA,QAirline,94756,244395.0,566135.0
1175,ORD,FRA,22:30:00,0,15:40:00,14:10:00,1,QA3725,QA,QAirline,94756,242216.0,615789.0
1176,ORD,FRA,22:30:00,2,15:40:00,14:10:00,3,QA1121,QA,QAirline,94756,244395.0,
1177,ORD,FRA,22:30:00,3,15:40:00,14:10:00,4,QA4865,QA,QAirline,94756,,
1178,ORD,FRA,22:30:00,4,15:40:00,14:10:00,5,QA3435,QA,QAirline,95194,197279.0,572762.0
1179,ORD,FRA,16:00:00,6,15:20:00,07:20:00,0,QA3134,QA,QAirline,95727,218938.0,566135.0
1180,ORD,FRA,22:30:00,5,15:40:00,14:10:00,6,QA3383,QA,QAirline,96600,195949.0,566135.0
1181,ORD,FRA,22:30:00,6,15:40:00,14:10:00,0,QA1650,QA,QAirline,100932,218938.0,544823.0
1182,ORD,FRA,18:20:00,6,15:25:00,09:45:00,0,QA1446,QA,QAirline,108826,,
1183,ORD,FRA,16:00:00,1,15:20:00,07:20:00,2,QA4225,QA,QAirline,112827,192445.0,531522.0
1184,ORD,FRA,18:20:00,5,15:25:00,09:45:00,6,QA4356,QA,QAirline,116368,,
1185,ORD,FRA,16:00:00,0,15:20:00,07:20:00,1,QA1417,QA,QAirline,118423,,
1186,ORD,FRA,18:20:00,0,15:25:00,09:45:00,1,QA1238,QA,QAirline,118423,,
1187,ORD,FRA,18:20:00,2,15:25:00,09:45:00,3,QA3713,QA,QAirline,118423,,
1188,ORD,FRA,22:30:00,0,15:40:00,14:10:00,1,QA3008,QA,QAirline,118423,,621352.0
1189,ORD,FRA,22:30:00,3,15:40:00,14:10:00,4,QA3252,QA,QAirline,118423,,
1190,ORD,FRA,16:00:00,1,15:20:00,07:20:00,2,QA4014,QA,QAirline,118788,,
1191,ORD,FRA,16:00:00,1,15:20:00,07:20:00,2,QA4030,QA,QAirline,118850,192445.0,531522.0
1192,ORD,FRA,18:20:00,3,15:25:00,09:45:00,4,QA4521,QA,QAirline,130802,,
1193,ORD,IST,21:40:00,6,18:30:00,16:10:00,0,QA2791,QA,QAirline,111848,,324933.0
1194,ORD,IST,11:30:00,0,18:25:00,05:55:00,1,QA4701,QA,QAirline,113828,,324933.0
1195,ORD,IST,11:30:00,6,18:25:00,05:55:00,0,QA4234,QA,QAirline,113828,,324933.0
1196,ORD,IST,11:30:00,2,18:25:00,05:55:00,3,QA3330,QA,QAirline,113828,,300998.0
1197,ORD,IST,11:30:00,1,18:25:00,05:55:00,2,QA4368,QA,QAirline,113828,,534431.0
1198,ORD,IST,21:40:00,1,18:30:00,16:10:00,2,QA1250,QA,QAirline,113828,,534431.0
1199,ORD,IST,21:40:00,2,18:30:00,16:10:00,3,QA2038,QA,QAirline,113828,,300998.0
1200,ORD,IST,21:40:00,0,18:30:00,16:10:00,1,QA3002,QA,QAirline,113828,,324933.0
1201,ORD,IST,11:30:00,3,18:25:00,05:55:00,4,QA3186,QA,QAirline,117476,,551915.0
1202,ORD,IST,21:40:00,3,18:30:00,16:10:00,4,QA1768,QA,QAirline,117476,,553952.0
1203,ORD,IST,11:30:00,5,18:25:00,05:55:00,6,QA3053,QA,QAirline,118389,,448852.0
1204,ORD,IST,11:30:00,4,18:25:00,05:55:00,5,QA1695,QA,QAirline,118389,,572286.0
1205,ORD,IST,21:40:00,5,18:30:00,16:10:00,6,QA3459,QA,QAirline,118389,,336816.0
1206,ORD,IST,21:40:00,4,18:30:00,16:10:00,5,QA4997,QA,QAirline,118389,,336816.0
1207,ORD,DEN,05:15:00,5,01:39:00,06:54:00,5,QA1334,QA,QAirline,19622,25898.0,
1208,ORD,DEN,07:15:00,5,01:39:00,08:54:00,5,QA1093,QA,QAirline,19622,25898.0,
1209,ORD,DEN,21:15:00,4,01:41:00,22:56:00,4,QA4470,QA,QAirline,19622,25898.0,
1210,ORD,DEN,13:30:00,4,01:31:00,15:01:00,4,QA2706,QA,QAirline,19772,,
1211,ORD,DEN,20:01:00,4,01:49:00,21:50:00,4,QA2842,QA,QAirline,20444,25898.0,
1212,ORD,DEN,07:15:00,4,01:39:00,08:54:00,4,QA1952,QA,QAirline,20626,25898.0,
1213,ORD,DEN,05:15:00,4,01:39:00,06:54:00,4,QA4339,QA,QAirline,20626,25898.0,
1214,ORD,DEN,05:15:00,6,01:39:00,06:54:00,6,QA4270,QA,QAirline,20626,28358.0,
1215,ORD,DEN,21:15:00,5,01:41:00,22:56:00,5,QA4142,QA,QAirline,20626,28358.0,
1216,ORD,DEN,14:28:00,5,01:43:00,16:11:00,5,QA2780,QA,QAirline,20626,28358.0,
1217,ORD,DEN,14:28:00,4,01:43:00,16:11:00,4,QA1090,QA,QAirline,20626,,
1218,ORD,DEN,17:54:00,4,01:45:00,19:39:00,4,QA3510,QA,QAirline,20626,28358.0,
1219,ORD,DEN,16:00:00,5,01:48:00,17:48:00,5,QA1923,QA,QAirline,20626,28358.0,
1220,ORD,DEN,05:15:00,0,01:39:00,06:54:00,0,QA4834,QA,QAirline,21173,31517.0,
1221,ORD,DEN,05:15:00,3,01:39:00,06:54:00,3,QA4440,QA,QAirline,21173,27340.0,
1222,ORD,DEN,21:15:00,0,01:41:00,22:56:00,0,QA2132,QA,QAirline,21173,31517.0,
1223,ORD,DEN,17:11:00,3,01:30:00,18:41:00,3,QA4033,QA,QAirline,21219,,
1224,ORD,DEN,17:11:00,5,01:30:00,18:41:00,5,QA2280,QA,QAirline,21219,,
1225,ORD,DEN,08:25:00,4,01:31:00,09:56:00,4,QA4537,QA,QAirline,21219,,
1226,ORD,DEN,13:30:00,3,01:31:00,15:01:00,3,QA2212,QA,QAirline,21219,,
1227,ORD,DEN,08:25:00,1,01:31:00,09:56:00,1,QA3567,QA,QAirline,21219,,
1228,ORD,DEN,13:30:00,1,01:31:00,15:01:00,1,QA3689,QA,QAirline,21219,,
1229,ORD,DEN,17:11:00,1,01:30:00,18:41:00,1,QA4343,QA,QAirline,21257,,
1230,ORD,DEN,14:28:00,3,01:43:00,16:11:00,3,QA4135,QA,QAirline,22176,28358.0,
1231,ORD,DEN,20:01:00,2,01:49:00,21:50:00,2,QA3220,QA,QAirline,22176,28358.0,
1232,ORD,JFK,18:04:00,1,03:25:00,21:29:00,1,QA2139,QA,QAirline,9907,,
1233,ORD,JFK,07:10:00,1,03:17:00,10:27:00,1,QA3600,QA,QAirline,9908,31869.0,
1234,ORD,JFK,11:35:00,1,03:25:00,15:00:00,1,QA1944,QA,QAirline,9908,32705.0,
1235,ORD,JFK,14:25:00,1,03:34:00,17:59:00,1,QA2243,QA,QAirline,9908,28064.0,
1236,ORD,JFK,10:40:00,1,03:30:00,14:10:00,1,QA3248,QA,QAirline,10810,,
1237,ORD,JFK,10:40:00,0,03:30:00,14:10:00,0,QA3252,QA,QAirline,10810,,
1238,ORD,JFK,15:57:00,1,03:33:00,19:30:00,1,QA2909,QA,QAirline,10810,,
1239,ORD,JFK,15:57:00,2,03:33:00,19:30:00,2,QA2602,QA,QAirline,10810,,
1240,ORD,JFK,15:57:00,0,03:33:00,19:30:00,0,QA4542,QA,QAirline,10810,,
1241,ORD,JFK,11:38:00,1,03:17:00,14:55:00,1,QA2446,QA,QAirline,12178,,
1242,ORD,JFK,11:38:00,0,03:17:00,14:55:00,0,QA4470,QA,QAirline,12178,,
1243,ORD,JFK,11:38:00,2,03:17:00,14:55:00,2,QA2582,QA,QAirline,12178,,
1244,ORD,JFK,18:04:00,1,03:25:00,21:29:00,1,QA3517,QA,QAirline,12178,,
1245,ORD,JFK,18:04:00,2,03:25:00,21:29:00,2,QA3801,QA,QAirline,12178,,
1246,ORD,JFK,18:04:00,0,03:25:00,21:29:00,0,QA2693,QA,QAirline,12178,,
1247,ORD,JFK,10:40:00,2,03:30:00,14:10:00,2,QA3264,QA,QAirline,12178,,
1248,ORD,JFK,11:38:00,0,03:17:00,14:55:00,0,QA3212,QA,QAirline,12188,,
1249,ORD,JFK,11:38:00,1,03:17:00,14:55:00,1,QA3174,QA,QAirline,12188,,
1250,ORD,JFK,11:38:00,2,03:17:00,14:55:00,2,QA1631,QA,QAirline,12188,,
1251,ORD,JFK,18:04:00,0,03:25:00,21:29:00,0,QA4082,QA,QAirline,12188,,
1252,ORD,JFK,18:04:00,2,03:25:00,21:29:00,2,QA1697,QA,QAirline,12188,,
1253,ORD,JFK,10:40:00,0,03:30:00,14:10:00,0,QA4264,QA,QAirline,13286,,
1254,ORD,JFK,10:40:00,1,03:30:00,14:10:00,1,QA2543,QA,QAirline,13286,,
1255,ORD,JFK,15:57:00,0,03:33:00,19:30:00,0,QA1817,QA,QAirline,13286,,
1256,ORD,JFK,15:57:00,1,03:33:00,19:30:00,1,QA1657,QA,QAirline,13286,,
1257,ORD,SFO,07:10:00,5,02:35:00,09:45:00,5,QA4364,QA,QAirline,24929,35050.0,
1258,ORD,SFO,06:05:00,5,02:39:00,08:44:00,5,QA2739,QA,QAirline,24929,35050.0,
1259,ORD,SFO,17:54:00,4,02:39:00,20:33:00,4,QA1162,QA,QAirline,24929,34807.0,
1260,ORD,SFO,22:16:00,4,02:40:00,00:56:00,5,QA2126,QA,QAirline,24929,34807.0,
1261,ORD,SFO,19:42:00,4,02:42:00,22:24:00,4,QA1429,QA,QAirline,24929,34807.0,
1262,ORD,SFO,22:00:00,5,02:45:00,00:45:00,6,QA4893,QA,QAirline,24929,35050.0,
1263,ORD,SFO,13:20:00,4,02:29:00,15:49:00,4,QA4026,QA,QAirline,24973,,
1264,ORD,SFO,14:10:00,4,02:43:00,16:53:00,4,QA4635,QA,QAirline,25914,38202.0,
1265,ORD,SFO,16:40:00,5,02:40:00,19:20:00,5,QA2106,QA,QAirline,28559,,102574.0
1266,ORD,SFO,16:40:00,4,02:40:00,19:20:00,4,QA4352,QA,QAirline,28559,,102572.0
1267,ORD,SFO,12:01:00,5,02:37:00,14:38:00,5,QA2016,QA,QAirline,28693,,
1268,ORD,SFO,06:02:00,6,02:39:00,08:41:00,6,QA2931,QA,QAirline,28693,40241.0,
1269,ORD,SFO,14:10:00,5,02:43:00,16:53:00,5,QA3895,QA,QAirline,28693,,
1270,ORD,SFO,07:10:00,4,02:35:00,09:45:00,4,QA3068,QA,QAirline,28782,,
1271,ORD,SFO,06:02:00,4,02:39:00,08:41:00,4,QA1719,QA,QAirline,28782,38202.0,
1272,ORD,SFO,08:55:00,5,02:32:00,11:27:00,5,QA2315,QA,QAirline,29948,,
1273,ORD,SFO,12:01:00,4,02:37:00,14:38:00,4,QA2504,QA,QAirline,29948,40241.0,
1274,ORD,SFO,12:52:00,5,02:38:00,15:30:00,5,QA2576,QA,QAirline,29948,,
1275,ORD,SFO,16:07:00,4,02:40:00,18:47:00,4,QA3269,QA,QAirline,29948,,
1276,ORD,SFO,19:42:00,5,02:42:00,22:24:00,5,QA3862,QA,QAirline,29948,,
1277,ORD,SFO,18:15:00,5,02:45:00,21:00:00,5,QA2466,QA,QAirline,29948,,
1278,ORD,SFO,12:52:00,1,02:38:00,15:30:00,1,QA4321,QA,QAirline,30664,,
1279,ORD,SFO,16:07:00,1,02:40:00,18:47:00,1,QA1964,QA,QAirline,30664,40241.0,
1280,ORD,SFO,22:16:00,0,02:40:00,00:56:00,1,QA2553,QA,QAirline,30664,40241.0,
1281,ORD,SFO,14:10:00,1,02:43:00,16:53:00,1,QA4722,QA,QAirline,30664,,
1282,ORD,MAD,16:35:00,6,15:15:00,07:50:00,0,QA4028,QA,QAirline,155525,262179.0,540118.0
1283,ORD,MAD,16:35:00,0,15:15:00,07:50:00,1,QA2488,QA,QAirline,202584,330654.0,916231.0
1284,ORD,MAD,16:35:00,2,15:15:00,07:50:00,3,QA1247,QA,QAirline,203570,330654.0,915248.0
1285,ORD,MAD,16:35:00,1,15:15:00,07:50:00,2,QA1873,QA,QAirline,206591,330654.0,490440.0
1286,ORD,MAD,16:35:00,6,15:15:00,07:50:00,0,QA4573,QA,QAirline,218607,,
1287,ORD,MAD,16:35:00,6,15:15:00,07:50:00,0,QA3246,QA,QAirline,221435,,914060.0
1288,ORD,MAD,16:35:00,6,15:15:00,07:50:00,0,QA2270,QA,QAirline,222873,262179.0,540118.0
1289,ORD,MAD,16:35:00,4,15:15:00,07:50:00,5,QA3733,QA,QAirline,223089,,
1290,ORD,MAD,16:35:00,5,15:15:00,07:50:00,6,QA1876,QA,QAirline,223089,,
1291,ORD,MAD,16:35:00,6,15:15:00,07:50:00,0,QA4968,QA,QAirline,223562,,914492.0
1292,ORD,MAD,16:35:00,4,15:15:00,07:50:00,5,QA1411,QA,QAirline,224162,279270.0,585951.0
1293,ORD,MAD,16:35:00,4,15:15:00,07:50:00,5,QA2112,QA,QAirline,225982,278081.0,
1294,ORD,MAD,16:35:00,5,15:15:00,07:50:00,6,QA2343,QA,QAirline,226852,278081.0,
1295,ORD,MAD,16:35:00,5,15:15:00,07:50:00,6,QA3361,QA,QAirline,227341,283089.0,717314.0
1296,ORD,MAD,16:35:00,4,15:15:00,07:50:00,5,QA3240,QA,QAirline,228123,,914492.0
1297,ORD,MAD,16:35:00,5,15:15:00,07:50:00,6,QA1026,QA,QAirline,228123,,914492.0
1298,ORD,MAD,16:35:00,1,15:15:00,07:50:00,2,QA4688,QA,QAirline,268352,330654.0,490440.0
1299,ORD,MAD,16:35:00,0,15:15:00,07:50:00,1,QA2359,QA,QAirline,268352,330654.0,916231.0
1300,ORD,MAD,16:35:00,3,15:15:00,07:50:00,4,QA3407,QA,QAirline,268352,346715.0,
1301,ORD,MAD,16:35:00,2,15:15:00,07:50:00,3,QA4062,QA,QAirline,268352,330654.0,915248.0
1302,ORD,MAD,16:35:00,0,15:15:00,07:50:00,1,QA2166,QA,QAirline,286616,330878.0,
1303,ORD,MAD,16:35:00,3,15:15:00,07:50:00,4,QA1905,QA,QAirline,286616,347004.0,
1304,ORD,MAD,16:35:00,2,15:15:00,07:50:00,3,QA3128,QA,QAirline,287716,,
1305,ORD,MAD,16:35:00,1,15:15:00,07:50:00,2,QA4871,QA,QAirline,287716,330878.0,
1306,ORD,MAD,16:35:00,3,15:15:00,07:50:00,4,QA2996,QA,QAirline,291503,312796.0,914060.0
1307,ORD,LAS,06:00:00,6,01:55:00,07:55:00,6,QA4081,QA,QAirline,14285,,
1308,ORD,LAS,21:29:00,6,02:00:00,23:29:00,6,QA2426,QA,QAirline,14285,,
1309,ORD,LAS,21:29:00,5,02:00:00,23:29:00,5,QA4676,QA,QAirline,14285,,
1310,ORD,LAS,06:00:00,2,01:55:00,07:55:00,2,QA2894,QA,QAirline,19759,,
1311,ORD,LAS,06:00:00,5,01:55:00,07:55:00,5,QA4106,QA,QAirline,19759,,
1312,ORD,LAS,06:00:00,3,01:55:00,07:55:00,3,QA1570,QA,QAirline,19759,,
1313,ORD,LAS,14:40:00,3,01:57:00,16:37:00,3,QA1970,QA,QAirline,19759,,
1314,ORD,LAS,14:40:00,1,01:57:00,16:37:00,1,QA2222,QA,QAirline,19759,,
1315,ORD,LAS,14:40:00,5,01:57:00,16:37:00,5,QA3112,QA,QAirline,19759,,
1316,ORD,LAS,21:29:00,2,02:00:00,23:29:00,2,QA2705,QA,QAirline,19759,,
1317,ORD,LAS,21:29:00,1,02:00:00,23:29:00,1,QA2270,QA,QAirline,19759,,
1318,ORD,LAS,21:29:00,0,02:00:00,23:29:00,0,QA2245,QA,QAirline,19759,,
1319,ORD,LAS,06:00:00,0,01:55:00,07:55:00,0,QA3314,QA,QAirline,25688,,
1320,ORD,LAS,06:00:00,1,01:55:00,07:55:00,1,QA3259,QA,QAirline,25688,,
1321,ORD,LAS,06:00:00,4,01:55:00,07:55:00,4,QA3675,QA,QAirline,25688,,
1322,ORD,LAS,14:40:00,6,01:57:00,16:37:00,6,QA4220,QA,QAirline,25688,,
1323,ORD,LAS,14:40:00,2,01:57:00,16:37:00,2,QA3178,QA,QAirline,25688,,
1324,ORD,LAS,21:29:00,3,02:00:00,23:29:00,3,QA2658,QA,QAirline,25688,,
1325,ORD,LAS,21:29:00,4,02:00:00,23:29:00,4,QA2133,QA,QAirline,25688,,
1326,ORD,LAS,14:40:00,4,01:57:00,16:37:00,4,QA2883,QA,QAirline,28424,,
1327,ORD,LAS,21:08:00,6,01:54:00,23:02:00,6,QA1190,QA,QAirline,28440,36592.0,
1328,ORD,LAS,07:10:00,4,01:48:00,08:58:00,4,QA1406,QA,QAirline,28471,36592.0,
1329,ORD,LAS,12:45:00,5,01:51:00,14:36:00,5,QA1519,QA,QAirline,28471,36592.0,
1330,ORD,LAS,21:11:00,4,01:54:00,23:05:00,4,QA2762,QA,QAirline,28471,36592.0,
1331,ORD,LAS,15:48:00,4,01:58:00,17:46:00,4,QA1533,QA,QAirline,28471,36592.0,
1332,ORD,BCN,17:40:00,6,15:20:00,09:00:00,0,QA4167,QA,QAirline,200275,282450.0,
1333,ORD,BCN,17:35:00,6,15:25:00,09:00:00,0,QA2876,QA,QAirline,247842,,
1334,ORD,BCN,17:40:00,4,15:20:00,09:00:00,5,QA3278,QA,QAirline,251276,,
1335,ORD,BCN,17:40:00,5,15:20:00,09:00:00,6,QA4471,QA,QAirline,251276,305197.0,919492.0
1336,ORD,BCN,17:40:00,3,15:20:00,09:00:00,4,QA3213,QA,QAirline,251276,269254.0,
1337,ORD,BCN,17:35:00,4,15:25:00,09:00:00,5,QA3465,QA,QAirline,251445,,
1338,ORD,BCN,17:35:00,1,15:25:00,09:00:00,2,QA2505,QA,QAirline,251534,251434.0,
1339,ORD,BCN,17:35:00,2,15:25:00,09:00:00,3,QA1322,QA,QAirline,251534,251434.0,
1340,ORD,BCN,17:35:00,3,15:25:00,09:00:00,4,QA2444,QA,QAirline,251534,268239.0,
1341,ORD,BCN,17:40:00,6,15:20:00,09:00:00,0,QA4989,QA,QAirline,252072,282450.0,
1342,ORD,BCN,17:35:00,5,15:25:00,09:00:00,6,QA1819,QA,QAirline,252244,,
1343,ORD,BCN,17:35:00,6,15:25:00,09:00:00,0,QA3940,QA,QAirline,252308,251261.0,
1344,ORD,BCN,17:35:00,0,15:25:00,09:00:00,1,QA3191,QA,QAirline,252333,251434.0,
1345,ORD,BCN,17:40:00,2,15:20:00,09:00:00,3,QA2888,QA,QAirline,252609,252449.0,734459.0
1346,ORD,BCN,17:35:00,3,15:25:00,09:00:00,4,QA1784,QA,QAirline,255884,268066.0,914060.0
1347,ORD,BCN,17:35:00,2,15:25:00,09:00:00,3,QA2067,QA,QAirline,255884,251261.0,914060.0
1348,ORD,BCN,17:35:00,0,15:25:00,09:00:00,1,QA1728,QA,QAirline,256270,250349.0,636342.0
1349,ORD,BCN,17:35:00,1,15:25:00,09:00:00,2,QA1769,QA,QAirline,256270,250349.0,
1350,ORD,BCN,17:35:00,4,15:25:00,09:00:00,5,QA1481,QA,QAirline,256270,268066.0,914060.0
1351,ORD,BCN,17:35:00,5,15:25:00,09:00:00,6,QA2721,QA,QAirline,256789,301038.0,914060.0
1352,ORD,BCN,17:35:00,6,15:25:00,09:00:00,0,QA2022,QA,QAirline,258044,,
1353,ORD,BCN,17:35:00,4,15:25:00,09:00:00,5,QA4342,QA,QAirline,262605,,914492.0
1354,ORD,BCN,17:35:00,2,15:25:00,09:00:00,3,QA3863,QA,QAirline,262697,,914492.0
1355,ORD,BCN,17:35:00,1,15:25:00,09:00:00,2,QA3255,QA,QAirline,262697,,914492.0
1356,ORD,BCN,17:35:00,3,15:25:00,09:00:00,4,QA2599,QA,QAirline,262697,,914492.0
1357,ORD,YYZ,20:45:00,6,02:30:00,23:15:00,6,QA4825,QA,QAirline,11309,,
1358,ORD,YYZ,21:05:00,5,02:38:00,23:43:00,5,QA2688,QA,QAirline,11504,,
1359,ORD,YYZ,21:05:00,2,02:38:00,23:43:00,2,QA4424,QA,QAirline,11504,,
1360,ORD,YYZ,21:05:00,4,02:38:00,23:43:00,4,QA1598,QA,QAirline,11504,,
