Unnamed: 0,origin,destination,depart_time,depart_weekday,duration,arrival_time,arrival_weekday,flight_no,airline_code,airline,economy_fare,business_fare,first_fare
1223,DAD,HPH,15:35:00,6,01:10:00,16:45:00,6,QA337,QA,QAirline,7284,,
1224,DAD,HPH,10:15:00,3,01:10:00,11:25:00,3,QA289,QA,QAirline,7287,,
1225,DAD,HPH,22:10:00,0,01:10:00,23:20:00,0,QA332,QA,QAirline,7287,,
1226,DAD,HPH,15:45:00,0,01:10:00,16:55:00,0,QA106,QA,QAirline,7287,,
1227,DAD,HPH,18:50:00,3,01:15:00,20:05:00,3,QA292,QA,QAirline,7287,,
1228,DAD,HPH,05:15:00,6,01:15:00,06:30:00,6,QA250,QA,QAirline,7287,,
1229,DAD,HPH,05:15:00,0,01:15:00,06:30:00,0,QA406,QA,QAirline,7287,,
1230,DAD,HPH,05:15:00,3,01:15:00,06:30:00,3,QA430,QA,QAirline,7287,,
1231,DAD,HPH,12:35:00,1,01:20:00,13:55:00,1,QA107,QA,QAirline,7287,,
1232,DAD,HPH,07:35:00,6,01:10:00,08:45:00,6,QA210,QA,QAirline,7288,,
1233,DAD,HPH,14:25:00,1,01:15:00,15:40:00,1,QA322,QA,QAirline,7288,,
1234,DAD,HPH,20:10:00,2,01:00:00,21:10:00,2,QA329,QA,QAirline,7419,,
1235,DAD,DIN,05:55:00,4,01:15:00,07:10:00,4,QA220,QA,QAirline,7287,,
1236,DAD,DIN,05:55:00,0,01:15:00,07:10:00,0,QA144,QA,QAirline,7287,,
1237,DAD,DIN,05:55:00,5,01:15:00,07:10:00,5,QA125,QA,QAirline,7287,,
1238,DAD,DIN,05:55:00,6,01:15:00,07:10:00,6,QA280,QA,QAirline,7287,,
1239,DAD,DIN,05:55:00,3,01:15:00,07:10:00,3,QA154,QA,QAirline,7287,,
1240,DAD,DIN,05:55:00,2,01:15:00,07:10:00,2,QA485,QA,QAirline,7287,,
1241,DAD,DIN,05:55:00,1,01:15:00,07:10:00,1,QA487,QA,QAirline,7287,,
1242,DAD,DIN,11:25:00,4,01:20:00,12:45:00,4,QA486,QA,QAirline,7287,,
1243,DAD,DIN,11:25:00,3,01:20:00,12:45:00,3,QA207,QA,QAirline,7287,,
1244,DAD,DIN,11:25:00,0,01:20:00,12:45:00,0,QA412,QA,QAirline,7287,,
1245,DAD,DIN,15:55:00,3,01:20:00,17:15:00,3,QA103,QA,QAirline,7287,,
1246,DAD,DIN,11:25:00,2,01:20:00,12:45:00,2,QA364,QA,QAirline,7287,,
1247,DAD,DIN,11:25:00,6,01:20:00,12:45:00,6,QA395,QA,QAirline,7287,,
1248,DAD,DIN,15:55:00,0,01:20:00,17:15:00,0,QA160,QA,QAirline,7287,,
1249,DAD,DIN,15:55:00,5,01:20:00,17:15:00,5,QA122,QA,QAirline,7287,,
1250,DAD,DIN,15:55:00,4,01:20:00,17:15:00,4,QA454,QA,QAirline,7287,,
1251,DAD,DIN,15:55:00,2,01:20:00,17:15:00,2,QA125,QA,QAirline,7287,,
1252,DAD,DIN,15:55:00,1,01:20:00,17:15:00,1,QA280,QA,QAirline,7287,,
1253,DAD,DIN,11:25:00,1,01:20:00,12:45:00,1,QA315,QA,QAirline,7287,,
1254,DAD,DIN,11:25:00,5,01:20:00,12:45:00,5,QA273,QA,QAirline,7287,,
1255,DAD,DIN,15:55:00,6,01:20:00,17:15:00,6,QA321,QA,QAirline,8336,,
1256,DAD,VDO,17:30:00,5,02:30:00,20:00:00,5,QA185,QA,QAirline,8958,,
1257,DAD,VDO,17:30:00,6,02:30:00,20:00:00,6,QA181,QA,QAirline,8958,,
1258,DAD,VDO,17:30:00,1,02:30:00,20:00:00,1,QA261,QA,QAirline,8958,,
1259,DAD,VDO,17:30:00,0,02:30:00,20:00:00,0,QA115,QA,QAirline,8958,,
1260,DAD,VDO,17:30:00,2,02:30:00,20:00:00,2,QA323,QA,QAirline,8958,,
1261,DAD,VDO,17:30:00,3,02:30:00,20:00:00,3,QA431,QA,QAirline,8958,,
1262,DAD,VDO,06:30:00,1,02:20:00,08:50:00,1,QA217,QA,QAirline,9360,,
1263,DAD,VDO,06:30:00,5,02:20:00,08:50:00,5,QA194,QA,QAirline,9360,,
1264,DAD,VDO,06:30:00,3,02:20:00,08:50:00,3,QA447,QA,QAirline,9360,,
1265,DAD,VDO,06:30:00,4,02:20:00,08:50:00,4,QA102,QA,QAirline,9360,,
1266,DAD,VDO,18:10:00,1,02:25:00,20:35:00,1,QA476,QA,QAirline,9360,,
1267,DAD,VDO,11:55:00,1,02:25:00,14:20:00,1,QA363,QA,QAirline,9360,,
1268,DAD,VDO,13:40:00,1,02:25:00,16:05:00,1,QA433,QA,QAirline,9360,,
1269,DAD,VDO,18:10:00,3,02:25:00,20:35:00,3,QA360,QA,QAirline,9360,,
1270,DAD,VDO,22:05:00,5,02:30:00,00:35:00,6,QA170,QA,QAirline,9360,,
1271,DAD,VDO,22:05:00,4,02:30:00,00:35:00,5,QA330,QA,QAirline,9360,,
1272,DAD,VDO,17:55:00,1,02:30:00,20:25:00,1,QA473,QA,QAirline,9360,,
1273,DAD,VDO,09:15:00,3,02:35:00,11:50:00,3,QA220,QA,QAirline,9360,,
1274,DAD,VDO,19:55:00,5,02:35:00,22:30:00,5,QA182,QA,QAirline,9360,,
1275,DAD,VDO,06:30:00,4,02:35:00,09:05:00,4,QA111,QA,QAirline,9360,,
1276,DAD,VDO,15:25:00,1,02:35:00,18:00:00,1,QA273,QA,QAirline,9360,,
1277,DAD,THD,17:40:00,4,02:00:00,19:40:00,4,QA161,QA,QAirline,10201,,
1278,DAD,THD,17:40:00,5,02:00:00,19:40:00,5,QA251,QA,QAirline,10201,,
1279,DAD,THD,17:40:00,3,02:00:00,19:40:00,3,QA258,QA,QAirline,10201,,
1280,DAD,THD,17:40:00,1,02:00:00,19:40:00,1,QA281,QA,QAirline,10201,,
1281,DAD,THD,17:40:00,0,02:00:00,19:40:00,0,QA404,QA,QAirline,10201,,
1282,DAD,THD,05:55:00,2,02:05:00,08:00:00,2,QA127,QA,QAirline,10201,,
1283,DAD,THD,20:20:00,4,02:05:00,22:25:00,4,QA372,QA,QAirline,10201,,
1284,DAD,THD,05:05:00,3,02:05:00,07:10:00,3,QA143,QA,QAirline,10201,,
1285,DAD,THD,20:20:00,1,02:05:00,22:25:00,1,QA411,QA,QAirline,10201,,
1286,DAD,THD,05:55:00,0,02:05:00,08:00:00,0,QA177,QA,QAirline,10201,,
1287,DAD,THD,05:55:00,5,02:05:00,08:00:00,5,QA484,QA,QAirline,10201,,
1288,DAD,THD,20:20:00,0,02:05:00,22:25:00,0,QA350,QA,QAirline,10201,,
1289,DAD,THD,05:05:00,1,02:05:00,07:10:00,1,QA431,QA,QAirline,10201,,
1290,DAD,THD,20:20:00,5,02:05:00,22:25:00,5,QA113,QA,QAirline,10201,,
1291,DAD,THD,20:20:00,3,02:05:00,22:25:00,3,QA270,QA,QAirline,10201,,
1292,DAD,THD,05:55:00,6,02:05:00,08:00:00,6,QA324,QA,QAirline,10201,,
1293,DAD,THD,05:55:00,4,02:05:00,08:00:00,4,QA452,QA,QAirline,10201,,
1294,DAD,THD,05:55:00,3,02:05:00,08:00:00,3,QA349,QA,QAirline,10201,,
1295,DAD,THD,05:05:00,2,02:05:00,07:10:00,2,QA343,QA,QAirline,10201,,
1296,DAD,THD,20:20:00,2,02:05:00,22:25:00,2,QA490,QA,QAirline,10201,,
1297,DAD,THD,12:20:00,4,02:10:00,14:30:00,4,QA450,QA,QAirline,10201,,
1298,DAD,THD,01:40:00,0,02:10:00,03:50:00,0,QA322,QA,QAirline,10201,,
1299,DAD,THD,12:20:00,3,02:10:00,14:30:00,3,QA280,QA,QAirline,10201,,
1300,DAD,THD,12:20:00,5,02:10:00,14:30:00,5,QA151,QA,QAirline,10201,,
1301,DAD,THD,18:45:00,5,02:10:00,20:55:00,5,QA383,QA,QAirline,10201,,
1302,DAD,CCJ,19:45:00,1,00:45:00,20:30:00,1,QA264,QA,QAirline,5519,,
1303,DAD,CCJ,19:45:00,6,00:45:00,20:30:00,6,QA269,QA,QAirline,5519,,
1304,DAD,CCJ,14:30:00,6,00:50:00,15:20:00,6,QA108,QA,QAirline,5519,,
1305,DAD,CCJ,14:30:00,2,00:50:00,15:20:00,2,QA184,QA,QAirline,5519,,
1306,DAD,CCJ,19:45:00,5,00:45:00,20:30:00,5,QA489,QA,QAirline,5660,,
1307,DAD,CCJ,19:45:00,3,00:45:00,20:30:00,3,QA127,QA,QAirline,5812,,
1308,DAD,CCJ,14:30:00,0,00:50:00,15:20:00,0,QA458,QA,QAirline,6161,,
1309,DAD,CCJ,14:30:00,4,00:50:00,15:20:00,4,QA368,QA,QAirline,6161,,
1310,DAD,CCJ,18:05:00,4,01:15:00,19:20:00,4,QA350,QA,QAirline,6564,,
1311,DAD,CCJ,18:05:00,6,01:15:00,19:20:00,6,QA317,QA,QAirline,6564,,
1312,DAD,CCJ,18:05:00,2,01:15:00,19:20:00,2,QA311,QA,QAirline,6564,,
1313,DAD,JAI,05:45:00,0,02:45:00,08:30:00,0,QA377,QA,QAirline,9843,,
1314,DAD,JAI,05:45:00,2,02:45:00,08:30:00,2,QA182,QA,QAirline,11214,,
1315,DAD,JAI,22:00:00,4,02:25:00,00:25:00,5,QA206,QA,QAirline,11333,,
1316,DAD,JAI,22:00:00,0,02:25:00,00:25:00,1,QA121,QA,QAirline,11333,,
1317,DAD,JAI,22:00:00,6,02:25:00,00:25:00,0,QA109,QA,QAirline,11333,,
1318,DAD,JAI,22:00:00,2,02:25:00,00:25:00,3,QA265,QA,QAirline,11333,,
1319,DAD,JAI,15:35:00,5,02:30:00,18:05:00,5,QA264,QA,QAirline,11333,,
1320,DAD,JAI,15:35:00,3,02:30:00,18:05:00,3,QA413,QA,QAirline,11333,,
1321,DAD,JAI,15:35:00,1,02:30:00,18:05:00,1,QA401,QA,QAirline,11333,,
1322,DAD,JAI,08:50:00,4,02:35:00,11:25:00,4,QA239,QA,QAirline,11333,,
1323,DAD,JAI,19:15:00,5,02:35:00,21:50:00,5,QA165,QA,QAirline,11333,,
1324,DAD,JAI,19:15:00,6,02:35:00,21:50:00,6,QA291,QA,QAirline,11333,,
1325,DAD,JAI,19:15:00,4,02:35:00,21:50:00,4,QA164,QA,QAirline,11333,,
1326,DAD,JAI,19:15:00,0,02:35:00,21:50:00,0,QA455,QA,QAirline,11333,,
1327,DAD,JAI,19:15:00,1,02:35:00,21:50:00,1,QA343,QA,QAirline,11333,,
1328,DAD,JAI,08:50:00,2,02:35:00,11:25:00,2,QA118,QA,QAirline,11333,,
1329,DAD,JAI,08:50:00,6,02:35:00,11:25:00,6,QA185,QA,QAirline,11333,,
1330,DAD,JAI,19:15:00,3,02:35:00,21:50:00,3,QA136,QA,QAirline,11333,,
1331,DAD,JAI,05:45:00,4,02:45:00,08:30:00,4,QA199,QA,QAirline,11333,,
1332,DAD,JAI,05:45:00,1,02:45:00,08:30:00,1,QA281,QA,QAirline,11333,,
1333,DAD,JAI,05:45:00,5,02:45:00,08:30:00,5,QA192,QA,QAirline,11333,,
1334,DAD,JAI,05:45:00,3,02:45:00,08:30:00,3,QA210,QA,QAirline,11333,,
1335,DAD,JAI,05:45:00,6,02:45:00,08:30:00,6,QA407,QA,QAirline,11333,,
1336,DAD,JAI,15:35:00,2,02:30:00,18:05:00,2,QA466,QA,QAirline,11452,,
1337,DAD,JAI,08:50:00,1,02:35:00,11:25:00,1,QA257,QA,QAirline,11452,,
1338,DAD,GOI,20:05:00,6,01:20:00,21:25:00,6,QA107,QA,QAirline,6662,,
1339,DAD,GOI,12:45:00,2,01:20:00,14:05:00,2,QA154,QA,QAirline,6960,7922.0,24867.0
1340,DAD,GOI,12:45:00,1,01:20:00,14:05:00,1,QA470,QA,QAirline,7146,8095.0,22470.0
1341,DAD,GOI,15:45:00,1,01:10:00,16:55:00,1,QA495,QA,QAirline,7430,,
1342,DAD,GOI,15:45:00,2,01:10:00,16:55:00,2,QA288,QA,QAirline,7430,,
1343,DAD,GOI,15:45:00,0,01:10:00,16:55:00,0,QA319,QA,QAirline,7430,,
1344,DAD,GOI,15:45:00,6,01:10:00,16:55:00,6,QA125,QA,QAirline,7548,,
1345,DAD,GOI,15:45:00,3,01:10:00,16:55:00,3,QA320,QA,QAirline,7548,,
1346,DAD,GOI,21:40:00,4,01:00:00,22:40:00,4,QA417,QA,QAirline,7549,,
1347,DAD,GOI,21:40:00,6,01:00:00,22:40:00,6,QA113,QA,QAirline,7549,,
1348,DAD,GOI,13:00:00,6,01:10:00,14:10:00,6,QA478,QA,QAirline,7549,,
1349,DAD,GOI,13:40:00,5,01:05:00,14:45:00,5,QA165,QA,QAirline,7550,,
1350,DAD,GOI,13:40:00,0,01:05:00,14:45:00,0,QA489,QA,QAirline,7550,,
1351,DAD,GOI,13:40:00,6,01:05:00,14:45:00,6,QA189,QA,QAirline,7550,,
1352,DAD,GOI,13:40:00,2,01:05:00,14:45:00,2,QA473,QA,QAirline,7550,,
1353,DAD,GOI,05:30:00,0,01:10:00,06:40:00,0,QA330,QA,QAirline,7550,,
1354,DAD,LKO,10:50:00,3,02:30:00,13:20:00,3,QA486,QA,QAirline,10842,,
1355,DAD,LKO,10:50:00,0,02:30:00,13:20:00,0,QA322,QA,QAirline,11016,,
1356,DAD,LKO,10:50:00,1,02:30:00,13:20:00,1,QA374,QA,QAirline,11016,,
1357,DAD,LKO,18:20:00,4,02:25:00,20:45:00,4,QA161,QA,QAirline,11132,,
1358,DAD,LKO,13:20:00,3,02:25:00,15:45:00,3,QA109,QA,QAirline,11132,,
1359,DAD,LKO,18:20:00,2,02:25:00,20:45:00,2,QA107,QA,QAirline,11132,,
1360,DAD,LKO,18:20:00,1,02:25:00,20:45:00,1,QA402,QA,QAirline,11132,,
1361,DAD,LKO,13:20:00,2,02:25:00,15:45:00,2,QA399,QA,QAirline,11132,,
1362,DAD,LKO,13:20:00,5,02:25:00,15:45:00,5,QA175,QA,QAirline,11132,,
1363,DAD,LKO,18:20:00,3,02:25:00,20:45:00,3,QA349,QA,QAirline,11132,,
1364,DAD,LKO,13:20:00,0,02:25:00,15:45:00,0,QA359,QA,QAirline,11132,,
1365,DAD,LKO,13:20:00,6,02:25:00,15:45:00,6,QA370,QA,QAirline,11132,,
1366,DAD,LKO,13:20:00,1,02:25:00,15:45:00,1,QA225,QA,QAirline,11132,,
1367,DAD,LKO,18:20:00,6,02:25:00,20:45:00,6,QA245,QA,QAirline,11132,,
1368,DAD,LKO,06:05:00,1,02:30:00,08:35:00,1,QA498,QA,QAirline,11132,,
1369,DAD,LKO,06:05:00,5,02:30:00,08:35:00,5,QA458,QA,QAirline,11132,,
1370,DAD,LKO,10:50:00,5,02:30:00,13:20:00,5,QA216,QA,QAirline,11132,,
1371,DAD,LKO,06:05:00,6,02:30:00,08:35:00,6,QA435,QA,QAirline,11132,,
1372,DAD,LKO,06:05:00,3,02:30:00,08:35:00,3,QA206,QA,QAirline,11132,,
1373,DAD,LKO,06:05:00,4,02:30:00,08:35:00,4,QA116,QA,QAirline,11132,,
1374,DAD,LKO,10:50:00,4,02:30:00,13:20:00,4,QA429,QA,QAirline,11132,,
1375,DAD,LKO,10:50:00,6,02:30:00,13:20:00,6,QA318,QA,QAirline,11132,,
1376,DAD,LKO,06:05:00,2,02:30:00,08:35:00,2,QA320,QA,QAirline,11132,,
1377,DAD,LKO,10:50:00,2,02:30:00,13:20:00,2,QA167,QA,QAirline,11132,,
1378,DAD,LKO,06:05:00,0,02:30:00,08:35:00,0,QA301,QA,QAirline,11132,,
1379,DAD,CJB,07:10:00,6,00:50:00,08:00:00,6,QA292,QA,QAirline,6839,,
1380,DAD,CJB,07:10:00,2,00:50:00,08:00:00,2,QA446,QA,QAirline,6839,,
1381,DAD,CJB,07:10:00,4,00:50:00,08:00:00,4,QA171,QA,QAirline,6839,,
1382,DAD,CJB,07:10:00,0,00:50:00,08:00:00,0,QA241,QA,QAirline,6839,,
1383,DAD,CJB,07:10:00,3,00:50:00,08:00:00,3,QA464,QA,QAirline,7021,,
1384,DAD,CJB,07:10:00,1,00:50:00,08:00:00,1,QA406,QA,QAirline,7021,,
1385,DAD,CJB,07:10:00,5,00:50:00,08:00:00,5,QA221,QA,QAirline,7021,,
1386,DAD,CJB,07:00:00,3,00:50:00,07:50:00,3,QA153,QA,QAirline,7418,,
1387,DAD,CJB,07:00:00,4,00:50:00,07:50:00,4,QA428,QA,QAirline,7418,,
1388,DAD,CJB,07:00:00,1,00:50:00,07:50:00,1,QA399,QA,QAirline,7418,,
1389,DAD,CJB,07:00:00,5,00:50:00,07:50:00,5,QA352,QA,QAirline,7418,,
1390,DAD,CJB,07:00:00,2,00:50:00,07:50:00,2,QA237,QA,QAirline,7418,,
1391,DAD,CJB,07:00:00,6,00:50:00,07:50:00,6,QA323,QA,QAirline,7418,,
1392,DAD,CJB,15:05:00,2,00:55:00,16:00:00,2,QA246,QA,QAirline,7418,,
1393,DAD,CJB,15:05:00,4,00:55:00,16:00:00,4,QA295,QA,QAirline,7418,,
1394,DAD,CJB,15:05:00,0,00:55:00,16:00:00,0,QA449,QA,QAirline,7418,,
1395,DAD,CJB,15:05:00,1,00:55:00,16:00:00,1,QA233,QA,QAirline,7418,,
1396,DAD,CJB,15:05:00,6,00:55:00,16:00:00,6,QA271,QA,QAirline,7418,,
1397,DAD,CJB,15:05:00,5,00:55:00,16:00:00,5,QA174,QA,QAirline,7418,,
1398,DAD,CJB,15:05:00,3,00:55:00,16:00:00,3,QA142,QA,QAirline,7418,,
1399,DAD,CJB,18:25:00,2,01:00:00,19:25:00,2,QA322,QA,QAirline,7418,,
1400,DAD,CJB,18:25:00,6,01:00:00,19:25:00,6,QA240,QA,QAirline,7418,,
1401,DAD,CJB,18:25:00,0,01:00:00,19:25:00,0,QA147,QA,QAirline,7418,,
1402,DAD,CJB,18:25:00,3,01:00:00,19:25:00,3,QA212,QA,QAirline,7418,,
1403,DAD,CJB,18:25:00,4,01:00:00,19:25:00,4,QA437,QA,QAirline,7418,,
1404,DAD,TRZ,20:50:00,1,01:15:00,22:05:00,1,QA399,QA,QAirline,4651,,
1405,DAD,TRZ,20:50:00,2,01:15:00,22:05:00,2,QA299,QA,QAirline,5496,,
1406,DAD,TRZ,20:50:00,5,01:15:00,22:05:00,5,QA444,QA,QAirline,5858,,
1407,DAD,TRZ,20:50:00,3,01:15:00,22:05:00,3,QA270,QA,QAirline,6221,,
1408,DAD,TRZ,07:35:00,2,01:15:00,08:50:00,2,QA489,QA,QAirline,6221,,
1409,DAD,TRZ,07:35:00,6,01:15:00,08:50:00,6,QA149,QA,QAirline,6583,,
1410,DAD,TRZ,07:35:00,5,01:15:00,08:50:00,5,QA500,QA,QAirline,6583,,
1411,DAD,TRZ,20:50:00,0,01:15:00,22:05:00,0,QA157,QA,QAirline,6583,,
1412,DAD,TRZ,20:50:00,6,01:15:00,22:05:00,6,QA417,QA,QAirline,6945,,
1413,DAD,TRZ,20:50:00,4,01:15:00,22:05:00,4,QA352,QA,QAirline,6945,,
1414,DAD,TRZ,07:35:00,1,01:15:00,08:50:00,1,QA128,QA,QAirline,7429,,
1415,DAD,TRZ,07:35:00,3,01:15:00,08:50:00,3,QA376,QA,QAirline,7429,,
1416,DAD,TRZ,07:35:00,4,01:15:00,08:50:00,4,QA312,QA,QAirline,7791,,
1417,DAD,TRZ,07:35:00,0,01:15:00,08:50:00,0,QA134,QA,QAirline,7791,,
1418,DAD,PNQ,09:15:00,6,01:35:00,10:50:00,6,QA180,QA,QAirline,7481,,
1419,DAD,PNQ,04:30:00,2,01:25:00,05:55:00,2,QA437,QA,QAirline,8000,,
1420,DAD,PNQ,04:30:00,3,01:25:00,05:55:00,3,QA377,QA,QAirline,8000,,
1421,DAD,PNQ,04:30:00,5,01:25:00,05:55:00,5,QA285,QA,QAirline,8000,,
1422,DAD,PNQ,04:30:00,6,01:25:00,05:55:00,6,QA339,QA,QAirline,8000,,
1423,DAD,PNQ,16:45:00,4,01:35:00,18:20:00,4,QA356,QA,QAirline,8000,,
1424,DAD,PNQ,16:45:00,2,01:35:00,18:20:00,2,QA208,QA,QAirline,8000,,
1425,DAD,PNQ,16:45:00,3,01:35:00,18:20:00,3,QA361,QA,QAirline,8000,,
1426,DAD,PNQ,16:45:00,6,01:35:00,18:20:00,6,QA276,QA,QAirline,8000,,
1427,DAD,PNQ,04:30:00,4,01:25:00,05:55:00,4,QA401,QA,QAirline,8179,,
1428,DAD,PNQ,04:30:00,1,01:25:00,05:55:00,1,QA217,QA,QAirline,8179,,
1429,DAD,PNQ,04:30:00,0,01:25:00,05:55:00,0,QA285,QA,QAirline,8179,,
1430,DAD,PNQ,16:45:00,0,01:35:00,18:20:00,0,QA365,QA,QAirline,8179,,
1431,DAD,PNQ,16:45:00,1,01:35:00,18:20:00,1,QA181,QA,QAirline,8179,,
1432,DAD,PNQ,09:15:00,1,01:35:00,10:50:00,1,QA296,QA,QAirline,8180,,
1433,DAD,PNQ,09:15:00,2,01:35:00,10:50:00,2,QA134,QA,QAirline,8180,,
1434,DAD,PNQ,16:45:00,5,01:35:00,18:20:00,5,QA375,QA,QAirline,8352,,
1435,DAD,PNQ,05:30:00,0,01:15:00,06:45:00,0,QA100,QA,QAirline,8452,,
1436,DAD,PNQ,05:30:00,2,01:15:00,06:45:00,2,QA267,QA,QAirline,8452,,
1437,DAD,PNQ,17:50:00,1,01:15:00,19:05:00,1,QA256,QA,QAirline,8452,,
1438,DAD,PNQ,17:50:00,2,01:15:00,19:05:00,2,QA261,QA,QAirline,8452,,
1439,DAD,PNQ,17:50:00,0,01:15:00,19:05:00,0,QA190,QA,QAirline,8452,,
1440,DAD,PNQ,05:30:00,1,01:15:00,06:45:00,1,QA494,QA,QAirline,8452,,
1441,DAD,PNQ,12:50:00,4,01:25:00,14:15:00,4,QA478,QA,QAirline,8569,,
1442,DAD,PNQ,03:35:00,1,01:25:00,05:00:00,1,QA204,QA,QAirline,8569,,
1443,DAD,IXB,06:05:00,6,03:00:00,09:05:00,6,QA138,QA,QAirline,11488,,
1444,DAD,IXB,06:05:00,3,03:00:00,09:05:00,3,QA447,QA,QAirline,11488,,
1445,DAD,IXB,06:05:00,5,03:00:00,09:05:00,5,QA276,QA,QAirline,11488,,
1446,DAD,IXB,06:05:00,0,03:00:00,09:05:00,0,QA286,QA,QAirline,11488,,
1447,DAD,IXB,06:05:00,2,03:00:00,09:05:00,2,QA171,QA,QAirline,11488,,
1448,DAD,IXB,06:05:00,4,03:00:00,09:05:00,4,QA226,QA,QAirline,11488,,
1449,DAD,IXB,06:05:00,1,03:00:00,09:05:00,1,QA487,QA,QAirline,11488,,
1450,DAD,IXB,06:25:00,4,02:50:00,09:15:00,4,QA364,QA,QAirline,11877,,
1451,DAD,IXB,06:25:00,6,02:50:00,09:15:00,6,QA323,QA,QAirline,11877,,
1452,DAD,IXB,06:25:00,5,02:50:00,09:15:00,5,QA342,QA,QAirline,11877,,
1453,DAD,IXB,06:25:00,0,02:50:00,09:15:00,0,QA463,QA,QAirline,11877,,
1454,DAD,IXB,06:25:00,3,02:50:00,09:15:00,3,QA298,QA,QAirline,11877,,
1455,DAD,IXB,06:25:00,1,02:50:00,09:15:00,1,QA156,QA,QAirline,11877,,
1456,DAD,IXB,06:25:00,2,02:50:00,09:15:00,2,QA239,QA,QAirline,11877,,
1457,DAD,IXB,05:10:00,2,03:00:00,08:10:00,2,QA459,QA,QAirline,11877,,
1458,DAD,IXB,05:10:00,3,03:00:00,08:10:00,3,QA359,QA,QAirline,11877,,
1459,DAD,IXB,05:10:00,4,03:00:00,08:10:00,4,QA344,QA,QAirline,11877,,
1460,DAD,IXB,05:10:00,6,03:00:00,08:10:00,6,QA419,QA,QAirline,11877,,
1461,DAD,IXB,05:10:00,1,03:00:00,08:10:00,1,QA363,QA,QAirline,11877,,
1462,DAD,IXB,05:10:00,5,03:00:00,08:10:00,5,QA294,QA,QAirline,11877,,
1463,DAD,IXB,05:10:00,0,03:00:00,08:10:00,0,QA392,QA,QAirline,12091,,
1464,DAD,GAU,09:25:00,4,03:05:00,12:30:00,4,QA281,QA,QAirline,11714,,
1465,DAD,GAU,09:25:00,3,03:05:00,12:30:00,3,QA386,QA,QAirline,11900,,
1466,DAD,GAU,09:25:00,2,03:05:00,12:30:00,2,QA381,QA,QAirline,11900,,
1467,DAD,GAU,08:45:00,1,03:00:00,11:45:00,1,QA356,QA,QAirline,12305,,
1468,DAD,GAU,08:20:00,3,03:00:00,11:20:00,3,QA328,QA,QAirline,12305,,
1469,DAD,GAU,08:20:00,6,03:00:00,11:20:00,6,QA181,QA,QAirline,12305,,
1470,DAD,GAU,08:45:00,5,03:00:00,11:45:00,5,QA385,QA,QAirline,12305,,
1471,DAD,GAU,08:45:00,2,03:00:00,11:45:00,2,QA136,QA,QAirline,12305,,
1472,DAD,GAU,08:45:00,6,03:00:00,11:45:00,6,QA349,QA,QAirline,12305,,
1473,DAD,GAU,08:45:00,4,03:00:00,11:45:00,4,QA384,QA,QAirline,12305,,
1474,DAD,GAU,08:20:00,5,03:00:00,11:20:00,5,QA332,QA,QAirline,12305,,
1475,DAD,GAU,08:20:00,4,03:00:00,11:20:00,4,QA372,QA,QAirline,12305,,
1476,DAD,GAU,08:45:00,3,03:00:00,11:45:00,3,QA327,QA,QAirline,12305,,
1477,DAD,GAU,09:25:00,5,03:05:00,12:30:00,5,QA269,QA,QAirline,12866,,
1478,DAD,GAU,09:25:00,0,03:05:00,12:30:00,0,QA360,QA,QAirline,12866,,
1479,DAD,GAU,09:25:00,6,03:05:00,12:30:00,6,QA150,QA,QAirline,12866,,
1480,DAD,GAU,09:25:00,1,03:05:00,12:30:00,1,QA414,QA,QAirline,13052,,
1481,DAD,GAU,08:20:00,2,03:00:00,11:20:00,2,QA452,QA,QAirline,14712,,
1482,DAD,GAU,08:20:00,1,03:00:00,11:20:00,1,QA425,QA,QAirline,17882,,
1483,DAD,GAU,08:20:00,0,03:00:00,11:20:00,0,QA323,QA,QAirline,19147,,
1484,DAD,VTZ,05:25:00,0,01:35:00,07:00:00,0,QA187,QA,QAirline,8723,,
1485,DAD,VTZ,12:30:00,3,01:25:00,13:55:00,3,QA127,QA,QAirline,8877,,
1486,DAD,VTZ,12:30:00,5,01:25:00,13:55:00,5,QA134,QA,QAirline,8877,,
1487,DAD,VTZ,12:30:00,6,01:25:00,13:55:00,6,QA283,QA,QAirline,8877,,
1488,DAD,VTZ,12:30:00,0,01:25:00,13:55:00,0,QA348,QA,QAirline,8877,,
1489,DAD,VTZ,12:30:00,2,01:25:00,13:55:00,2,QA129,QA,QAirline,8877,,
1490,DAD,VTZ,12:30:00,4,01:25:00,13:55:00,4,QA249,QA,QAirline,8877,,
1491,DAD,VTZ,16:45:00,3,01:30:00,18:15:00,3,QA340,QA,QAirline,8877,,
1492,DAD,VTZ,16:45:00,5,01:30:00,18:15:00,5,QA399,QA,QAirline,8877,,
1493,DAD,VTZ,16:45:00,4,01:30:00,18:15:00,4,QA240,QA,QAirline,8877,,
1494,DAD,VTZ,16:45:00,2,01:30:00,18:15:00,2,QA400,QA,QAirline,8877,,
1495,DAD,VTZ,16:45:00,1,01:30:00,18:15:00,1,QA312,QA,QAirline,8877,,
1496,DAD,VTZ,05:25:00,5,01:35:00,07:00:00,5,QA142,QA,QAirline,8877,,
1497,DAD,VTZ,05:25:00,6,01:35:00,07:00:00,6,QA202,QA,QAirline,8877,,
1498,DAD,VTZ,05:25:00,1,01:35:00,07:00:00,1,QA339,QA,QAirline,8877,,
1499,DAD,VTZ,05:25:00,4,01:35:00,07:00:00,4,QA148,QA,QAirline,8877,,
